Agent_ID,Geo,NSE,Age,Sit_Personal,Bienes_Durables,Sit_Pais
Agent_0438,CABA,D/E,43,Negativa,Negativa,Positiva
Agent_0439,CABA,C3,43,Neutral,Negativa,Negativa
Agent_0440,Interior,ABC1,54,Neutral,Neutral,Neutral
Agent_0441,GBA,C3,49,Neutral,Negativa,Positiva
Agent_0442,GBA,D/E,56,Neutral,Negativa,Negativa
Agent_0443,GBA,ABC1,64,Negativa,Neutral,Neutral
Agent_0444,CABA,C2,33,Neutral,Neutral,Negativa
Agent_0445,GBA,C3,38,Neutral,Neutral,Neutral
Agent_0446,CABA,C2,79,Neutral,Negativa,Negativa
Agent_0447,Interior,C3,22,Neutral,Negativa,Positiva
Agent_0448,Interior,D/E,22,Neutral,Negativa,Neutral
Agent_0449,Interior,C3,39,Negativa,Positiva,Negativa
Agent_0450,Interior,ABC1,21,Positiva,Neutral,Positiva
Agent_0451,CABA,ABC1,49,Neutral,Neutral,Positiva
Agent_0452,Interior,D/E,60,Negativa,Negativa,Negativa
Agent_0453,Interior,D/E,29,Negativa,Negativa,Negativa
Agent_0454,Interior,D/E,65,Neutral,Negativa,Negativa
Agent_0455,Interior,D/E,39,Positiva,Negativa,Negativa
Agent_0456,GBA,C2,51,Neutral,Neutral,Positiva
Agent_0457,Interior,D/E,55,Positiva,Negativa,Neutral
Agent_0458,GBA,ABC1,35,Neutral,Neutral,Neutral
Agent_0459,Interior,C3,45,Neutral,Negativa,Negativa
Agent_0460,Interior,D/E,44,Negativa,Negativa,Negativa
Agent_0461,Interior,D/E,31,Negativa,Negativa,Negativa
Agent_0462,Interior,C3,35,Neutral,Neutral,Positiva
Agent_0463,Interior,D/E,21,Negativa,Negativa,Negativa
Agent_0464,Interior,D/E,55,Negativa,Neutral,Neutral
Agent_0465,Interior,C2,42,Neutral,Positiva,Negativa
Agent_0466,Interior,D/E,26,Negativa,Positiva,Neutral
Agent_0467,Interior,D/E,21,Neutral,Negativa,Negativa
Agent_0468,Interior,C3,41,Negativa,Neutral,Negativa
Agent_0469,Interior,C3,25,Neutral,Neutral,Negativa
Agent_0470,CABA,D/E,36,Negativa,Negativa,Neutral
Agent_0471,GBA,D/E,30,Negativa,Negativa,Negativa
Agent_0472,Interior,D/E,48,Negativa,Negativa,Neutral
Agent_0473,Interior,C2,34,Positiva,Positiva,Positiva
Agent_0474,GBA,D/E,36,Positiva,Positiva,Negativa
Agent_0475,Interior,D/E,82,Neutral,Negativa,Neutral
Agent_0476,GBA,D/E,26,Negativa,Negativa,Negativa
Agent_0477,Interior,C3,24,Positiva,Negativa,Positiva
Agent_0478,GBA,D/E,33,Negativa,Negativa,Positiva
Agent_0479,Interior,ABC1,42,Positiva,Positiva,Negativa
Agent_0480,Interior,D/E,85,Negativa,Negativa,Neutral
Agent_0481,GBA,C3,78,Neutral,Positiva,Positiva
Agent_0482,Interior,D/E,73,Negativa,Neutral,Negativa
Agent_0483,GBA,C3,34,Positiva,Neutral,Neutral
Agent_0484,GBA,ABC1,35,Negativa,Negativa,Neutral
Agent_0485,CABA,C3,48,Negativa,Neutral,Neutral
Agent_0486,Interior,C3,18,Negativa,Neutral,Negativa
Agent_0487,Interior,ABC1,21,Positiva,Neutral,Neutral
Agent_0488,GBA,C3,29,Neutral,Neutral,Positiva
Agent_0489,GBA,D/E,78,Negativa,Negativa,Negativa
Agent_0490,Interior,D/E,50,Negativa,Negativa,Negativa
Agent_0491,Interior,D/E,43,Negativa,Negativa,Positiva
Agent_0492,GBA,D/E,62,Positiva,Negativa,Negativa
Agent_0493,CABA,C2,26,Positiva,Neutral,Positiva
Agent_0494,GBA,D/E,30,Neutral,Negativa,Neutral
Agent_0495,Interior,ABC1,29,Negativa,Neutral,Negativa
Agent_0496,Interior,D/E,52,Neutral,Negativa,Negativa
Agent_0497,Interior,D/E,38,Negativa,Negativa,Neutral
Agent_0498,GBA,C3,20,Neutral,Positiva,Positiva
Agent_0499,Interior,D/E,80,Neutral,Negativa,Negativa
Agent_0500,GBA,ABC1,80,Neutral,Negativa,Negativa
Agent_0501,Interior,D/E,54,Negativa,Negativa,Neutral
Agent_0502,Interior,ABC1,43,Neutral,Negativa,Neutral
Agent_0503,GBA,C3,38,Neutral,Neutral,Neutral
Agent_0504,CABA,C2,66,Neutral,Positiva,Negativa
Agent_0505,Interior,C3,31,Negativa,Negativa,Negativa
Agent_0506,CABA,C2,67,Neutral,Positiva,Positiva
Agent_0507,CABA,D/E,44,Positiva,Negativa,Negativa
Agent_0508,GBA,C2,41,Negativa,Neutral,Negativa
Agent_0509,Interior,C3,63,Positiva,Positiva,Positiva
Agent_0510,GBA,C2,82,Neutral,Positiva,Neutral
Agent_0511,Interior,D/E,20,Positiva,Negativa,Negativa
Agent_0512,Interior,C2,70,Positiva,Neutral,Positiva
Agent_0513,Interior,C3,30,Neutral,Negativa,Negativa
Agent_0514,CABA,C2,22,Negativa,Negativa,Positiva
Agent_0515,Interior,D/E,81,Neutral,Negativa,Negativa
Agent_0516,GBA,C2,36,Negativa,Negativa,Positiva
Agent_0517,Interior,D/E,25,Neutral,Negativa,Negativa
Agent_0518,Interior,C2,40,Neutral,Neutral,Negativa
Agent_0519,Interior,C3,46,Neutral,Neutral,Negativa
Agent_0520,Interior,C3,34,Positiva,Neutral,Neutral
Agent_0521,GBA,D/E,37,Neutral,Negativa,Neutral
Agent_0522,Interior,D/E,60,Negativa,Neutral,Neutral
Agent_0523,Interior,C2,18,Neutral,Positiva,Negativa
Agent_0524,Interior,D/E,46,Negativa,Negativa,Positiva
Agent_0525,Interior,D/E,30,Neutral,Negativa,Neutral
Agent_0526,Interior,D/E,22,Negativa,Negativa,Negativa
Agent_0527,CABA,C3,41,Positiva,Positiva,Positiva
Agent_0528,GBA,C3,47,Neutral,Neutral,Positiva
Agent_0529,GBA,D/E,20,Negativa,Negativa,Positiva
Agent_0530,GBA,D/E,57,Positiva,Neutral,Negativa
Agent_0531,Interior,D/E,29,Negativa,Neutral,Negativa
Agent_0532,Interior,C2,22,Positiva,Negativa,Positiva
Agent_0533,Interior,D/E,46,Negativa,Negativa,Negativa
Agent_0534,Interior,C2,32,Neutral,Neutral,Positiva
Agent_0535,Interior,D/E,34,Neutral,Negativa,Negativa
Agent_0536,CABA,C3,43,Neutral,Negativa,Negativa
Agent_0537,Interior,D/E,19,Negativa,Negativa,Negativa
Agent_0538,Interior,C2,21,Positiva,Positiva,Negativa
Agent_0539,Interior,C3,67,Neutral,Negativa,Positiva
Agent_0540,Interior,C2,23,Neutral,Negativa,Negativa
Agent_0541,GBA,D/E,23,Negativa,Neutral,Negativa
Agent_0542,Interior,D/E,51,Positiva,Negativa,Neutral
Agent_0543,Interior,D/E,42,Negativa,Negativa,Negativa
Agent_0544,GBA,D/E,53,Negativa,Neutral,Negativa
Agent_0545,GBA,ABC1,28,Neutral,Positiva,Neutral
Agent_0546,GBA,D/E,38,Negativa,Neutral,Neutral
Agent_0547,Interior,C3,48,Negativa,Negativa,Positiva
Agent_0548,Interior,ABC1,76,Neutral,Negativa,Positiva
Agent_0549,GBA,C3,42,Neutral,Negativa,Negativa
Agent_0550,Interior,C2,48,Negativa,Negativa,Positiva
Agent_0551,GBA,D/E,69,Neutral,Negativa,Negativa
Agent_0552,GBA,C2,70,Negativa,Neutral,Negativa
Agent_0553,Interior,D/E,27,Negativa,Negativa,Negativa
Agent_0554,Interior,C3,35,Positiva,Neutral,Neutral
Agent_0555,Interior,D/E,21,Negativa,Negativa,Positiva
Agent_0556,GBA,D/E,45,Negativa,Negativa,Negativa
Agent_0557,CABA,D/E,79,Positiva,Negativa,Negativa
Agent_0558,Interior,C3,18,Positiva,Negativa,Neutral
Agent_0559,GBA,D/E,50,Negativa,Negativa,Neutral
Agent_0560,Interior,D/E,28,Negativa,Negativa,Negativa
Agent_0561,Interior,ABC1,57,Positiva,Negativa,Neutral
Agent_0562,GBA,D/E,40,Negativa,Positiva,Negativa
Agent_0563,Interior,C3,26,Negativa,Negativa,Positiva
Agent_0564,Interior,D/E,18,Negativa,Negativa,Negativa
Agent_0565,GBA,C3,59,Neutral,Negativa,Neutral
Agent_0566,Interior,C2,33,Negativa,Neutral,Negativa
Agent_0567,CABA,D/E,54,Neutral,Negativa,Negativa
Agent_0568,Interior,C2,79,Negativa,Neutral,Positiva
Agent_0569,Interior,C3,33,Positiva,Negativa,Neutral
Agent_0570,GBA,D/E,81,Negativa,Negativa,Negativa
Agent_0571,Interior,C3,64,Negativa,Positiva,Positiva
Agent_0572,GBA,C3,75,Positiva,Negativa,Negativa
Agent_0573,CABA,C3,60,Positiva,Neutral,Negativa
Agent_0574,Interior,D/E,70,Positiva,Neutral,Neutral
Agent_0575,Interior,C2,21,Negativa,Negativa,Positiva
Agent_0576,Interior,C3,19,Neutral,Neutral,Negativa
Agent_0577,GBA,D/E,27,Positiva,Negativa,Negativa
Agent_0578,Interior,C2,30,Positiva,Negativa,Positiva
Agent_0579,Interior,D/E,62,Negativa,Negativa,Negativa
Agent_0580,GBA,C3,48,Positiva,Negativa,Neutral
Agent_0581,CABA,C3,63,Positiva,Neutral,Positiva
Agent_0582,Interior,D/E,22,Negativa,Positiva,Negativa
Agent_0583,Interior,ABC1,50,Neutral,Negativa,Neutral
Agent_0584,CABA,D/E,26,Negativa,Negativa,Neutral
Agent_0585,CABA,C2,71,Negativa,Negativa,Neutral
Agent_0586,Interior,C2,55,Positiva,Negativa,Positiva
Agent_0587,CABA,D/E,49,Negativa,Negativa,Negativa
Agent_0588,GBA,C3,67,Negativa,Positiva,Neutral
Agent_0589,GBA,C2,68,Negativa,Negativa,Neutral
Agent_0590,Interior,D/E,35,Positiva,Negativa,Neutral
Agent_0591,Interior,ABC1,64,Negativa,Positiva,Neutral
Agent_0592,CABA,ABC1,32,Neutral,Neutral,Negativa
Agent_0593,GBA,C2,67,Negativa,Positiva,Positiva
Agent_0594,Interior,D/E,48,Positiva,Negativa,Negativa
Agent_0595,Interior,ABC1,46,Negativa,Negativa,Neutral
Agent_0596,CABA,D/E,82,Neutral,Negativa,Negativa
Agent_0597,Interior,C2,41,Positiva,Positiva,Positiva
Agent_0598,CABA,D/E,38,Negativa,Negativa,Negativa
Agent_0599,Interior,C3,50,Neutral,Neutral,Positiva
Agent_0600,CABA,D/E,47,Neutral,Negativa,Positiva
Agent_0601,Interior,C3,64,Neutral,Negativa,Negativa
Agent_0602,CABA,C2,31,Neutral,Neutral,Negativa
Agent_0603,Interior,D/E,49,Negativa,Positiva,Negativa
Agent_0604,Interior,D/E,48,Negativa,Negativa,Negativa
Agent_0605,Interior,D/E,40,Negativa,Negativa,Neutral
Agent_0606,GBA,C3,36,Negativa,Negativa,Neutral
Agent_0607,Interior,ABC1,53,Positiva,Negativa,Positiva
Agent_0608,GBA,C3,49,Neutral,Positiva,Negativa
Agent_0609,Interior,C3,56,Negativa,Positiva,Positiva
Agent_0610,Interior,D/E,51,Neutral,Negativa,Positiva
Agent_0611,Interior,D/E,37,Negativa,Negativa,Positiva
Agent_0612,Interior,D/E,53,Negativa,Negativa,Negativa
Agent_0613,CABA,C2,40,Negativa,Positiva,Positiva
Agent_0614,GBA,D/E,59,Negativa,Negativa,Negativa
Agent_0615,GBA,D/E,21,Negativa,Negativa,Negativa
Agent_0616,GBA,D/E,53,Negativa,Negativa,Negativa
Agent_0617,Interior,C3,37,Positiva,Negativa,Neutral
Agent_0618,GBA,D/E,26,Negativa,Negativa,Positiva
Agent_0619,GBA,D/E,39,Negativa,Negativa,Positiva
Agent_0620,Interior,D/E,85,Negativa,Negativa,Negativa
Agent_0621,GBA,D/E,43,Negativa,Negativa,Neutral
Agent_0622,CABA,C3,24,Neutral,Positiva,Positiva
Agent_0623,GBA,D/E,32,Negativa,Negativa,Positiva
Agent_0624,Interior,D/E,71,Neutral,Negativa,Neutral
Agent_0625,GBA,D/E,26,Negativa,Negativa,Negativa
Agent_0626,Interior,D/E,18,Negativa,Neutral,Negativa
Agent_0627,CABA,D/E,32,Negativa,Negativa,Negativa
Agent_0628,Interior,C3,23,Positiva,Positiva,Neutral
Agent_0629,GBA,C3,35,Positiva,Negativa,Positiva
Agent_0630,Interior,C3,46,Negativa,Positiva,Positiva
Agent_0631,GBA,C3,46,Positiva,Negativa,Negativa
Agent_0632,GBA,D/E,77,Positiva,Negativa,Negativa
Agent_0633,Interior,D/E,60,Negativa,Negativa,Negativa
Agent_0634,CABA,D/E,48,Neutral,Neutral,Neutral
Agent_0635,Interior,C3,76,Neutral,Neutral,Positiva
Agent_0636,GBA,D/E,48,Negativa,Negativa,Negativa
Agent_0637,Interior,ABC1,33,Negativa,Neutral,Positiva
Agent_0638,Interior,D/E,21,Negativa,Negativa,Neutral
Agent_0639,CABA,D/E,54,Negativa,Negativa,Positiva
Agent_0640,GBA,D/E,23,Neutral,Negativa,Neutral
Agent_0641,GBA,D/E,40,Negativa,Negativa,Positiva
Agent_0642,GBA,D/E,52,Negativa,Negativa,Negativa
Agent_0643,Interior,C3,33,Neutral,Positiva,Positiva
Agent_0644,Interior,D/E,35,Neutral,Negativa,Negativa
Agent_0645,GBA,D/E,36,Negativa,Negativa,Negativa
Agent_0646,Interior,ABC1,23,Positiva,Negativa,Positiva
Agent_0647,CABA,C3,66,Positiva,Positiva,Neutral
Agent_0648,Interior,D/E,84,Neutral,Negativa,Negativa
Agent_0649,CABA,D/E,50,Negativa,Neutral,Negativa
Agent_0650,GBA,C3,34,Neutral,Negativa,Neutral
Agent_0651,Interior,D/E,49,Neutral,Negativa,Negativa
Agent_0652,Interior,D/E,28,Negativa,Negativa,Negativa
Agent_0653,Interior,C3,66,Positiva,Positiva,Positiva
Agent_0654,GBA,D/E,29,Negativa,Negativa,Negativa
Agent_0655,Interior,C3,77,Negativa,Positiva,Negativa
Agent_0656,Interior,C2,25,Positiva,Positiva,Positiva
Agent_0657,GBA,C3,52,Neutral,Positiva,Neutral
Agent_0658,Interior,C2,21,Neutral,Neutral,Neutral
Agent_0659,CABA,C3,75,Neutral,Negativa,Positiva
Agent_0660,Interior,D/E,48,Positiva,Negativa,Negativa
Agent_0661,Interior,C2,37,Neutral,Negativa,Neutral
Agent_0662,Interior,D/E,42,Negativa,Negativa,Positiva
Agent_0663,Interior,C2,60,Negativa,Negativa,Neutral
Agent_0664,Interior,C3,21,Positiva,Neutral,Negativa
Agent_0665,Interior,D/E,37,Positiva,Negativa,Negativa
Agent_0666,Interior,D/E,59,Negativa,Negativa,Negativa
Agent_0667,CABA,D/E,46,Negativa,Negativa,Neutral
Agent_0668,Interior,D/E,22,Negativa,Negativa,Negativa
Agent_0669,GBA,ABC1,68,Positiva,Neutral,Neutral
Agent_0670,Interior,ABC1,61,Neutral,Negativa,Negativa
Agent_0671,Interior,C3,39,Neutral,Negativa,Neutral
Agent_0672,CABA,D/E,83,Negativa,Negativa,Negativa
Agent_0673,Interior,C3,30,Negativa,Negativa,Neutral
Agent_0674,GBA,D/E,25,Positiva,Negativa,Neutral
Agent_0675,GBA,C3,29,Neutral,Negativa,Negativa
Agent_0676,Interior,ABC1,24,Positiva,Negativa,Negativa
Agent_0677,Interior,D/E,23,Positiva,Negativa,Negativa
Agent_0678,Interior,D/E,47,Neutral,Negativa,Negativa
Agent_0679,Interior,D/E,36,Negativa,Negativa,Positiva
Agent_0680,GBA,C3,37,Negativa,Negativa,Negativa
Agent_0681,Interior,C3,30,Positiva,Negativa,Negativa
Agent_0682,Interior,D/E,49,Negativa,Negativa,Negativa
Agent_0683,GBA,C3,66,Neutral,Positiva,Neutral
Agent_0684,GBA,C3,71,Neutral,Negativa,Positiva
Agent_0685,Interior,C2,43,Negativa,Neutral,Positiva
Agent_0686,Interior,C3,18,Neutral,Negativa,Positiva
Agent_0687,CABA,C3,74,Positiva,Negativa,Neutral
Agent_0688,Interior,C2,27,Neutral,Neutral,Negativa
Agent_0689,CABA,D/E,29,Positiva,Negativa,Negativa
Agent_0690,Interior,ABC1,18,Negativa,Neutral,Positiva
Agent_0691,GBA,D/E,21,Negativa,Negativa,Positiva
Agent_0692,Interior,C3,39,Positiva,Positiva,Negativa
Agent_0693,Interior,D/E,60,Neutral,Negativa,Positiva
Agent_0694,Interior,C2,71,Positiva,Negativa,Negativa
Agent_0695,Interior,D/E,20,Neutral,Negativa,Negativa
Agent_0696,GBA,D/E,47,Positiva,Negativa,Positiva
Agent_0697,GBA,ABC1,19,Neutral,Negativa,Positiva
Agent_0698,Interior,D/E,66,Neutral,Negativa,Negativa
Agent_0699,Interior,D/E,61,Neutral,Negativa,Neutral
Agent_0700,Interior,ABC1,30,Neutral,Positiva,Neutral
Agent_0701,GBA,D/E,36,Neutral,Negativa,Neutral
Agent_0702,CABA,D/E,83,Negativa,Negativa,Positiva
Agent_0703,Interior,C3,43,Positiva,Negativa,Positiva
Agent_0704,GBA,C3,47,Neutral,Negativa,Negativa
Agent_0705,Interior,C3,31,Negativa,Neutral,Positiva
Agent_0706,CABA,C3,54,Neutral,Positiva,Negativa
Agent_0707,CABA,C3,24,Neutral,Negativa,Positiva
Agent_0708,GBA,C3,65,Negativa,Negativa,Neutral
Agent_0709,GBA,D/E,50,Negativa,Negativa,Neutral
Agent_0710,Interior,ABC1,47,Neutral,Neutral,Negativa
Agent_0711,Interior,C2,57,Neutral,Negativa,Neutral
Agent_0712,Interior,ABC1,49,Neutral,Negativa,Neutral
Agent_0713,GBA,C3,65,Positiva,Positiva,Negativa
Agent_0714,Interior,C3,55,Positiva,Negativa,Neutral
Agent_0715,Interior,D/E,20,Negativa,Negativa,Negativa
Agent_0716,Interior,D/E,38,Negativa,Negativa,Positiva
Agent_0717,Interior,D/E,65,Negativa,Negativa,Negativa
Agent_0718,Interior,C3,49,Negativa,Negativa,Negativa
Agent_0719,GBA,C3,66,Neutral,Positiva,Neutral
Agent_0720,Interior,D/E,53,Negativa,Negativa,Positiva
Agent_0721,GBA,C2,55,Neutral,Negativa,Positiva
Agent_0722,Interior,D/E,60,Negativa,Negativa,Negativa
Agent_0723,Interior,C3,58,Negativa,Negativa,Positiva
Agent_0724,GBA,C2,28,Negativa,Positiva,Positiva
Agent_0725,Interior,C2,58,Neutral,Positiva,Positiva
Agent_0726,Interior,D/E,40,Neutral,Negativa,Negativa
Agent_0727,GBA,D/E,75,Negativa,Negativa,Negativa
Agent_0728,GBA,C2,55,Positiva,Negativa,Neutral
Agent_0729,Interior,D/E,29,Neutral,Negativa,Neutral
Agent_0730,CABA,C3,52,Negativa,Negativa,Neutral
Agent_0731,GBA,ABC1,58,Positiva,Negativa,Neutral
Agent_0732,CABA,ABC1,26,Positiva,Neutral,Positiva
Agent_0733,CABA,C2,72,Negativa,Negativa,Negativa
Agent_0734,GBA,C3,72,Positiva,Negativa,Negativa
Agent_0735,Interior,C2,78,Negativa,Negativa,Neutral
Agent_0736,GBA,C3,27,Negativa,Negativa,Neutral
Agent_0737,GBA,D/E,32,Neutral,Negativa,Negativa
Agent_0738,GBA,D/E,44,Negativa,Negativa,Neutral
Agent_0739,CABA,D/E,18,Negativa,Negativa,Neutral
Agent_0740,GBA,C2,44,Negativa,Neutral,Positiva
Agent_0741,Interior,ABC1,36,Neutral,Positiva,Positiva
Agent_0742,Interior,D/E,81,Positiva,Positiva,Negativa
Agent_0743,GBA,C2,26,Negativa,Negativa,Positiva
Agent_0744,Interior,C2,31,Positiva,Negativa,Positiva
Agent_0745,CABA,D/E,27,Negativa,Neutral,Negativa
Agent_0746,Interior,D/E,38,Negativa,Negativa,Negativa
Agent_0747,Interior,D/E,84,Negativa,Negativa,Negativa
Agent_0748,GBA,D/E,38,Negativa,Negativa,Negativa
Agent_0749,Interior,ABC1,25,Neutral,Neutral,Neutral
Agent_0750,Interior,D/E,54,Negativa,Negativa,Negativa
Agent_0751,Interior,ABC1,79,Neutral,Negativa,Neutral
Agent_0752,CABA,C3,70,Neutral,Negativa,Positiva
Agent_0753,GBA,C2,39,Neutral,Negativa,Negativa
Agent_0754,GBA,C3,55,Neutral,Negativa,Neutral
Agent_0755,Interior,D/E,54,Negativa,Negativa,Negativa
Agent_0756,Interior,ABC1,25,Negativa,Negativa,Neutral
Agent_0757,Interior,C2,18,Neutral,Neutral,Negativa
Agent_0758,CABA,D/E,54,Positiva,Negativa,Negativa
Agent_0759,GBA,C3,35,Positiva,Negativa,Negativa
Agent_0760,CABA,D/E,40,Neutral,Negativa,Negativa
Agent_0761,Interior,D/E,28,Negativa,Negativa,Negativa
Agent_0762,Interior,D/E,49,Negativa,Negativa,Negativa
Agent_0763,Interior,D/E,68,Positiva,Negativa,Positiva
Agent_0764,Interior,D/E,62,Negativa,Negativa,Neutral
Agent_0765,CABA,ABC1,73,Neutral,Negativa,Positiva
Agent_0766,Interior,ABC1,44,Positiva,Negativa,Positiva
Agent_0767,CABA,C3,38,Neutral,Negativa,Positiva
Agent_0768,CABA,C3,21,Positiva,Negativa,Negativa
Agent_0769,Interior,C3,50,Neutral,Negativa,Negativa
Agent_0770,GBA,C3,28,Positiva,Negativa,Neutral
Agent_0771,GBA,C3,42,Positiva,Neutral,Positiva
Agent_0772,Interior,D/E,45,Positiva,Negativa,Negativa
Agent_0773,Interior,D/E,42,Negativa,Negativa,Negativa
Agent_0774,Interior,D/E,52,Negativa,Negativa,Neutral
Agent_0775,GBA,C2,49,Neutral,Positiva,Neutral
Agent_0776,GBA,ABC1,74,Negativa,Neutral,Positiva
Agent_0777,Interior,C3,39,Negativa,Negativa,Positiva
Agent_0778,CABA,D/E,81,Negativa,Negativa,Negativa
Agent_0779,GBA,C3,24,Positiva,Neutral,Neutral
Agent_0780,GBA,ABC1,73,Positiva,Positiva,Positiva
Agent_0781,Interior,C2,57,Positiva,Neutral,Negativa
Agent_0782,Interior,C3,82,Positiva,Negativa,Neutral
Agent_0783,Interior,C2,80,Positiva,Negativa,Negativa
Agent_0784,Interior,ABC1,41,Positiva,Positiva,Neutral
Agent_0785,Interior,ABC1,31,Positiva,Positiva,Negativa
Agent_0786,Interior,C2,60,Positiva,Negativa,Negativa
Agent_0787,CABA,C3,54,Negativa,Negativa,Neutral
Agent_0788,CABA,C3,38,Neutral,Neutral,Positiva
Agent_0789,GBA,ABC1,47,Negativa,Negativa,Positiva
Agent_0790,GBA,D/E,39,Negativa,Negativa,Negativa
Agent_0791,GBA,ABC1,39,Positiva,Neutral,Neutral
Agent_0792,Interior,C3,27,Positiva,Neutral,Neutral
Agent_0793,Interior,D/E,69,Positiva,Negativa,Neutral
Agent_0794,GBA,C3,43,Neutral,Neutral,Positiva
Agent_0795,GBA,C2,60,Neutral,Negativa,Neutral
Agent_0796,CABA,C2,26,Neutral,Positiva,Positiva
Agent_0797,Interior,D/E,79,Negativa,Negativa,Positiva
Agent_0798,CABA,D/E,80,Neutral,Neutral,Negativa
Agent_0799,Interior,D/E,65,Negativa,Negativa,Negativa
Agent_0800,CABA,D/E,54,Neutral,Negativa,Negativa
Agent_0801,Interior,D/E,33,Negativa,Negativa,Negativa
Agent_0802,Interior,C2,22,Positiva,Negativa,Negativa
Agent_0803,CABA,C3,19,Positiva,Neutral,Neutral
Agent_0804,GBA,C3,74,Negativa,Negativa,Negativa
Agent_0805,Interior,D/E,45,Negativa,Negativa,Negativa
Agent_0806,CABA,C2,68,Negativa,Negativa,Negativa
Agent_0807,GBA,D/E,52,Negativa,Negativa,Neutral
Agent_0808,GBA,C3,57,Neutral,Negativa,Neutral
Agent_0809,Interior,C2,76,Positiva,Neutral,Negativa
Agent_0810,GBA,D/E,50,Negativa,Neutral,Negativa
Agent_0811,Interior,C3,75,Negativa,Negativa,Neutral
Agent_0812,GBA,C3,45,Positiva,Positiva,Negativa
Agent_0813,GBA,D/E,60,Negativa,Neutral,Negativa
Agent_0814,GBA,D/E,28,Negativa,Negativa,Neutral
Agent_0815,GBA,D/E,44,Negativa,Negativa,Negativa
Agent_0816,CABA,D/E,29,Neutral,Negativa,Positiva
Agent_0817,Interior,D/E,34,Negativa,Negativa,Negativa
Agent_0818,Interior,D/E,21,Positiva,Neutral,Positiva
Agent_0819,GBA,D/E,52,Neutral,Negativa,Neutral
Agent_0820,Interior,ABC1,41,Negativa,Negativa,Positiva
Agent_0821,Interior,C3,21,Neutral,Negativa,Positiva
Agent_0822,CABA,C3,26,Neutral,Neutral,Positiva
Agent_0823,Interior,C3,58,Positiva,Neutral,Positiva
Agent_0824,Interior,C3,34,Positiva,Neutral,Negativa
Agent_0825,Interior,D/E,32,Neutral,Neutral,Negativa
Agent_0826,Interior,D/E,20,Negativa,Negativa,Negativa
Agent_0827,GBA,ABC1,30,Positiva,Neutral,Neutral
Agent_0828,Interior,ABC1,27,Neutral,Negativa,Positiva
Agent_0829,GBA,D/E,29,Positiva,Neutral,Positiva
Agent_0830,CABA,D/E,81,Neutral,Negativa,Negativa
Agent_0831,GBA,D/E,42,Negativa,Neutral,Negativa
Agent_0832,Interior,C3,73,Neutral,Positiva,Neutral
Agent_0833,Interior,D/E,27,Negativa,Negativa,Negativa
Agent_0834,Interior,C2,85,Positiva,Neutral,Neutral
Agent_0835,Interior,D/E,35,Negativa,Negativa,Neutral
Agent_0836,Interior,D/E,83,Neutral,Negativa,Negativa
Agent_0837,GBA,ABC1,46,Positiva,Negativa,Negativa
Agent_0838,Interior,D/E,24,Neutral,Neutral,Neutral
Agent_0839,Interior,D/E,18,Negativa,Negativa,Negativa
Agent_0840,Interior,C3,39,Positiva,Negativa,Positiva
Agent_0841,GBA,C3,37,Neutral,Negativa,Neutral
Agent_0842,Interior,D/E,40,Neutral,Negativa,Negativa
Agent_0843,GBA,C3,30,Neutral,Neutral,Neutral
Agent_0844,Interior,D/E,50,Negativa,Negativa,Positiva
Agent_0845,Interior,C3,60,Neutral,Neutral,Neutral
Agent_0846,Interior,D/E,29,Negativa,Negativa,Positiva
Agent_0847,Interior,C3,40,Negativa,Positiva,Negativa
Agent_0848,Interior,D/E,18,Positiva,Negativa,Negativa
Agent_0849,CABA,ABC1,18,Negativa,Neutral,Positiva
Agent_0850,Interior,ABC1,54,Negativa,Neutral,Positiva
Agent_0851,CABA,C3,24,Negativa,Negativa,Negativa
Agent_0852,CABA,D/E,29,Neutral,Negativa,Negativa
Agent_0853,GBA,D/E,38,Positiva,Negativa,Neutral
Agent_0854,Interior,C2,33,Neutral,Positiva,Neutral
Agent_0855,GBA,C3,32,Negativa,Positiva,Positiva
Agent_0856,Interior,C2,67,Neutral,Negativa,Positiva
Agent_0857,GBA,D/E,40,Negativa,Negativa,Negativa
Agent_0858,Interior,D/E,48,Negativa,Negativa,Negativa
Agent_0859,Interior,ABC1,37,Negativa,Negativa,Positiva
Agent_0860,Interior,C2,33,Positiva,Negativa,Negativa
Agent_0861,CABA,D/E,73,Negativa,Negativa,Negativa
Agent_0862,Interior,ABC1,83,Neutral,Negativa,Positiva
Agent_0863,Interior,C3,26,Neutral,Neutral,Positiva
Agent_0864,Interior,ABC1,79,Positiva,Negativa,Positiva
Agent_0865,Interior,D/E,36,Negativa,Neutral,Positiva
Agent_0866,Interior,D/E,53,Negativa,Negativa,Negativa
Agent_0867,Interior,C3,42,Positiva,Positiva,Neutral
Agent_0868,Interior,D/E,52,Negativa,Negativa,Negativa
Agent_0869,Interior,ABC1,38,Negativa,Neutral,Negativa
Agent_0870,GBA,C3,26,Negativa,Negativa,Neutral
Agent_0871,CABA,C2,78,Positiva,Negativa,Neutral
Agent_0872,CABA,D/E,49,Negativa,Negativa,Negativa
Agent_0873,Interior,D/E,24,Negativa,Negativa,Neutral
Agent_0874,Interior,C2,18,Neutral,Positiva,Neutral
Agent_0875,Interior,D/E,19,Negativa,Negativa,Negativa
Agent_0876,CABA,D/E,47,Neutral,Negativa,Neutral
Agent_0877,GBA,D/E,27,Neutral,Positiva,Negativa
